# Length, Width, Layers, 900 rpm Fraction, 1800 rpm Fraction, 2900 rpm Fraction, 6500 rpm Fraction, 9000 rpm Fraction, Sed 1800 Weighting, Sed 2900 Weighting, Sed 6500 Weighting, Sed 9000 Weighting
6.000000000000000000e+01,4.000000000000000000e+01,2.368419999999999970e+00,9.771823333943717715e-01,9.092425663363000732e-01,7.672240536360968033e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.868656080037917722e-02,2.068204443058939690e-01,6.816753282880986253e-01,0.000000000000000000e+00
4.500000000000000000e+01,3.000000000000000000e+01,2.368419999999999970e+00,9.828786980447159483e-01,9.318039382358551670e-01,8.245677042646233357e-01,1.684306605221984610e-01,0.000000000000000000e+00,6.702845639851973125e-02,1.606697104417916799e-01,6.279849755201419859e-01,1.271955556842625512e-01
7.500000000000000000e+01,3.500000000000000000e+01,2.368419999999999970e+00,9.761387703915972436e-01,9.051162687596659984e-01,7.567735998162161692e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.261968874310644306e-02,2.148951657230450119e-01,6.686239159254457887e-01,0.000000000000000000e+00
1.000000000000000000e+02,4.500000000000000000e+01,2.368419999999999970e+00,9.687773228677575288e-01,8.760693795472898060e-01,6.835334252361809915e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.200611747035167376e-01,2.685902923562791811e-01,5.801258558079616101e-01,0.000000000000000000e+00
4.000000000000000000e+01,3.000000000000000000e+01,2.368419999999999970e+00,9.838565787387685280e-01,9.356834027825621236e-01,8.344627703016690434e-01,2.127586700241990147e-01,0.000000000000000000e+00,6.327830729446781710e-02,1.523899767753676970e-01,6.047495747670132982e-01,1.634387199019196879e-01
6.000000000000000000e+01,3.500000000000000000e+01,2.368419999999999970e+00,9.786534334685369485e-01,9.150629943017405399e-01,7.819847133063809741e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.312389225513827640e-02,1.952391296702442602e-01,7.002904115431544119e-01,0.000000000000000000e+00
9.000000000000000000e+01,5.000000000000000000e+01,2.368419999999999970e+00,9.687773228677575288e-01,8.760693795472898060e-01,6.835334252361809915e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.200611747035167376e-01,2.685902923562791811e-01,5.801258558079616101e-01,0.000000000000000000e+00
8.000000000000000000e+01,5.500000000000000000e+01,2.368419999999999970e+00,9.691253019905192723e-01,8.774400506860529081e-01,6.869767046297813318e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.187759478908216870e-01,2.661791570362243009e-01,5.841701970634732843e-01,0.000000000000000000e+00
8.000000000000000000e+01,4.000000000000000000e+01,2.368419999999999970e+00,9.736600953992849972e-01,8.953240290889040720e-01,7.320193629025480986e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.019188158233104158e-01,2.336097834849175658e-01,6.381314960910570155e-01,0.000000000000000000e+00
6.500000000000000000e+01,5.800000000000000000e+01,2.368419999999999970e+00,9.714155853006645192e-01,8.864672660283472450e-01,7.096857185303938609e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.102874672218576713e-01,2.499977908533229654e-01,6.111303272254838825e-01,0.000000000000000000e+00
4.000000000000000000e+01,3.000000000000000000e+01,2.368419999999999970e+00,9.838565787387685280e-01,9.356834027825621236e-01,8.344627703016690434e-01,2.127586700241990147e-01,0.000000000000000000e+00,6.327830729446781710e-02,1.523899767753676970e-01,6.047495747670132982e-01,1.634387199019196879e-01
1.300000000000000000e+02,9.500000000000000000e+01,2.368419999999999970e+00,9.483627570266193185e-01,7.960711546903356250e-01,4.847563654680193679e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.933985219751283013e-01,3.889905164095867618e-01,3.659737186419042554e-01,0.000000000000000000e+00
8.000000000000000000e+01,5.000000000000000000e+01,2.368419999999999970e+00,9.705586410019761967e-01,8.830883942288958455e-01,7.011793377566218899e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.134695692145616386e-01,2.561159240330774800e-01,6.009731477543370781e-01,0.000000000000000000e+00
2.700000000000000000e+01,2.500000000000000000e+01,2.368419999999999970e+00,9.878884054633686462e-01,9.516983941096675004e-01,8.754190677830514522e-01,3.994411263570785686e-01,0.000000000000000000e+00,4.771659642432057868e-02,1.171274804141795300e-01,4.942865749571455081e-01,3.287577536677230294e-01
4.600000000000000000e+01,3.600000000000000000e+01,2.368419999999999970e+00,9.810401826128460900e-01,9.245152370179497980e-01,8.060045243133341364e-01,8.607478736151367993e-02,0.000000000000000000e+00,7.405358566039788037e-02,1.759512963172205069e-01,6.681115925792902033e-01,6.292370805593744398e-02
9.000000000000000000e+01,7.000000000000000000e+01,2.368419999999999970e+00,9.630742585383290644e-01,8.536390481078763859e-01,6.273656695232435743e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.409564652224709613e-01,3.063493134852831590e-01,5.157684798305749441e-01,0.000000000000000000e+00
1.300000000000000000e+02,5.500000000000000000e+01,2.368419999999999970e+00,9.606698571538692111e-01,8.442014994037386755e-01,6.038342690954681125e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.496709233125973482e-01,3.212899853880235579e-01,4.897089484532483050e-01,0.000000000000000000e+00
7.500000000000000000e+01,4.800000000000000000e+01,2.368419999999999970e+00,9.720659933664131946e-01,8.890327395555052137e-01,7.161494954781254529e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.078675002551273687e-01,2.453031782766822433e-01,6.188953148346035826e-01,0.000000000000000000e+00
4.800000000000000000e+01,4.000000000000000000e+01,2.368419999999999970e+00,9.795872042057783835e-01,9.187596747211602688e-01,7.913714285557190697e-01,2.188833388363566751e-02,0.000000000000000000e+00,7.958198310866659853e-02,1.877668035698846216e-01,6.966487052396389545e-01,1.558971228758825392e-02
5.000000000000000000e+01,4.000000000000000000e+01,2.368419999999999970e+00,9.791670005191493997e-01,9.170959295941644163e-01,7.871456557170801727e-01,3.472020182166846419e-03,0.000000000000000000e+00,8.117692995011038803e-02,1.911410876435456485e-01,7.043947889910319171e-01,2.454193934461421783e-03
1.650000000000000000e+02,9.000000000000000000e+01,2.368419999999999970e+00,9.434003192497280033e-01,7.767474829532533542e-01,4.373842952032057085e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.106164958552061428e-01,4.122756872627985625e-01,3.205081361317232980e-01,0.000000000000000000e+00
7.000000000000000000e+01,5.000000000000000000e+01,2.368419999999999970e+00,9.724558104099367828e-01,8.905707333075312260e-01,7.200266396320506024e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.064151262239898532e-01,2.424683205668975994e-01,6.235723636190493302e-01,0.000000000000000000e+00
6.000000000000000000e+01,4.000000000000000000e+01,2.368419999999999970e+00,9.771823333943717715e-01,9.092425663363000732e-01,7.672240536360968033e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.868656080037917722e-02,2.068204443058939690e-01,6.816753282880986253e-01,0.000000000000000000e+00
3.500000000000000000e+01,3.000000000000000000e+01,2.368419999999999970e+00,9.848979143094709343e-01,9.398166734941227896e-01,8.450164264532766811e-01,2.603675297001866729e-01,0.000000000000000000e+00,5.927443275184440807e-02,1.434564349305604836e-01,5.785161448838861409e-01,2.036509017431799018e-01
6.500000000000000000e+01,4.500000000000000000e+01,2.368419999999999970e+00,9.748149050459959941e-01,8.998847153251421371e-01,7.435404655642540162e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.759387172397437915e-02,2.249716978030096293e-01,6.522493355190119857e-01,0.000000000000000000e+00
6.000000000000000000e+01,4.000000000000000000e+01,2.368419999999999970e+00,9.771823333943717715e-01,9.092425663363000732e-01,7.672240536360968033e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.868656080037917722e-02,2.068204443058939690e-01,6.816753282880986253e-01,0.000000000000000000e+00
4.000000000000000000e+01,3.000000000000000000e+01,2.368419999999999970e+00,9.838565787387685280e-01,9.356834027825621236e-01,8.344627703016690434e-01,2.127586700241990147e-01,0.000000000000000000e+00,6.327830729446781710e-02,1.523899767753676970e-01,6.047495747670132982e-01,1.634387199019196879e-01
4.700000000000000000e+01,4.000000000000000000e+01,2.368419999999999970e+00,9.798006006789055089e-01,9.196047246860022950e-01,7.935185018096377885e-01,3.126596585868126471e-02,0.000000000000000000e+00,7.877133904440092316e-02,1.860458718556483593e-01,6.926287435245063184e-01,2.235464625434991845e-02
2.200000000000000000e+02,1.400000000000000000e+02,2.368419999999999970e+00,9.186546731819031919e-01,6.810996942745474181e-01,2.065619416799104047e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.929592561338246748e-01,4.964505568024061288e-01,1.292448602456724160e-01,0.000000000000000000e+00
7.500000000000000000e+01,4.500000000000000000e+01,2.368419999999999970e+00,9.729510354956498741e-01,8.925250357645068133e-01,7.249555635733414549e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.045678777427809791e-01,2.388439562265399774e-01,6.295392015263289176e-01,0.000000000000000000e+00
5.500000000000000000e+01,4.000000000000000000e+01,2.631580000000000030e+00,9.758427594021440443e-01,9.039462160983524619e-01,7.538123640744877063e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.373338953360099701e-02,2.171644203956799579e-01,6.649449494728630894e-01,0.000000000000000000e+00
3.000000000000000000e+01,2.500000000000000000e+01,2.631580000000000030e+00,9.858835116572780555e-01,9.437306723832511457e-01,8.550208863569136453e-01,3.058155060819488513e-01,0.000000000000000000e+00,5.547500230939417243e-02,1.348898010112414836e-01,5.522367519490138932e-01,2.432819563876285618e-01
1.500000000000000000e+02,4.000000000000000000e+01,2.631580000000000030e+00,9.601573571465319423e-01,8.421913371789795377e-01,5.988299002075013755e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.515211486290591880e-01,3.244006684667822826e-01,4.842355400506904717e-01,0.000000000000000000e+00
5.000000000000000000e+01,4.000000000000000000e+01,2.631580000000000030e+00,9.769648394108175760e-01,9.083824086215606108e-01,7.650446285082402875e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.950716544824299792e-02,2.085129474690896600e-01,6.789447264934849180e-01,0.000000000000000000e+00
4.000000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.821493999573953637e-01,9.289118782378273931e-01,8.171977739913174332e-01,1.356087137169082191e-01,0.000000000000000000e+00,6.981915613281608479e-02,1.667759994261772682e-01,6.444505923093533095e-01,1.011036520890487150e-01
6.500000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.772540579289502594e-01,9.095262469965829100e-01,7.679429393695572648e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.841584225865095625e-02,2.062611837044572294e-01,6.825770319658420737e-01,0.000000000000000000e+00
1.500000000000000000e+02,1.350000000000000000e+02,2.631580000000000030e+00,9.270055104878838215e-01,7.132454761499137375e-01,2.834606284846571955e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.658230237663592455e-01,4.737632834923927172e-01,1.874192032291318588e-01,0.000000000000000000e+00
4.500000000000000000e+01,3.500000000000000000e+01,2.631580000000000030e+00,9.795539507115910149e-01,9.186279989461176854e-01,7.910369148928967364e-01,2.042854401876743192e-02,0.000000000000000000e+00,7.970826510963813227e-02,1.880345305837005654e-01,6.972698895049123102e-01,1.454126551334005563e-02
6.500000000000000000e+01,4.500000000000000000e+01,2.631580000000000030e+00,9.721537634344025181e-01,8.893790037810309634e-01,7.170222572752765755e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.075406177891335968e-01,2.446662762848207384e-01,6.199468693604481828e-01,0.000000000000000000e+00
3.900000000000000000e+01,3.500000000000000000e+01,2.631580000000000030e+00,9.809635482725558298e-01,9.242115682242972863e-01,8.052319082362330294e-01,8.266967517537138210e-02,0.000000000000000000e+00,7.434568895270587952e-02,1.765802304186785410e-01,6.696856552541132768e-01,6.035197364705815332e-02
5.000000000000000000e+01,3.800000000000000000e+01,2.631580000000000030e+00,9.775470228606185641e-01,9.106850694591334117e-01,7.708801196753528595e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.730954444722704988e-02,2.039711045145918833e-01,6.862663738987996309e-01,0.000000000000000000e+00
8.000000000000000000e+01,7.000000000000000000e+01,2.631580000000000030e+00,9.615040578918561121e-01,8.474745539172742204e-01,6.119884602517338124e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.466538353403062933e-01,3.161712895164442427e-01,4.986789330351055760e-01,0.000000000000000000e+00
1.500000000000000000e+02,4.000000000000000000e+01,2.631580000000000030e+00,9.601573571465319423e-01,8.421913371789795377e-01,5.988299002075013755e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.515211486290591880e-01,3.244006684667822826e-01,4.842355400506904717e-01,0.000000000000000000e+00
8.000000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.747708199349839342e-01,8.997105621465220082e-01,7.431002657703301706e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.775921756725336476e-02,2.253040475646068685e-01,6.517075548031237009e-01,0.000000000000000000e+00
5.500000000000000000e+01,5.000000000000000000e+01,2.631580000000000030e+00,9.729977335101508418e-01,8.927093445192124666e-01,7.254205395989328231e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.043935646096246783e-01,2.385008639988238643e-01,6.301033049017022991e-01,0.000000000000000000e+00
4.200000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.817092426908647917e-01,9.271669231549941603e-01,8.127537891112720514e-01,1.158971724491656835e-01,0.000000000000000000e+00,7.150090471235626133e-02,1.704330624058023602e-01,6.540374128860271252e-01,8.573786268667898947e-02
6.000000000000000000e+01,4.200000000000000000e+01,2.631580000000000030e+00,9.741491116450093912e-01,8.972549804398625151e-01,7.368955740711354840e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000889695304570948e-01,2.299690919183510207e-01,6.440910501962012757e-01,0.000000000000000000e+00
3.500000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.833007056176750194e-01,9.334779031423944273e-01,8.288361128447877535e-01,1.875156390522189076e-01,0.000000000000000000e+00,6.541122477925087608e-02,1.571095315191843866e-01,6.181218109445277831e-01,1.426581383747119458e-01
3.000000000000000000e+01,2.500000000000000000e+01,2.631580000000000030e+00,9.858835116572780555e-01,9.437306723832511457e-01,8.550208863569136453e-01,3.058155060819488513e-01,0.000000000000000000e+00,5.547500230939417243e-02,1.348898010112414836e-01,5.522367519490138932e-01,2.432819563876285618e-01
7.000000000000000000e+01,2.800000000000000000e+01,2.631580000000000030e+00,9.771959191088844809e-01,9.092962989805001284e-01,7.673602153553992222e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.863528648432761337e-02,2.067145542174471107e-01,6.818460784071097569e-01,0.000000000000000000e+00
5.700000000000000000e+01,5.500000000000000000e+01,2.631580000000000030e+00,9.711738155935886185e-01,8.855138392974695183e-01,7.072846668508065981e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.111859615221373332e-01,2.517316312087848340e-01,6.082562228626664513e-01,0.000000000000000000e+00
1.250000000000000000e+02,5.500000000000000000e+01,2.631580000000000030e+00,9.573608756291798194e-01,8.312318107878495788e-01,5.715934922791694461e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.615720614024954704e-01,3.409211067861546152e-01,4.548677074405297338e-01,0.000000000000000000e+00
7.000000000000000000e+01,4.500000000000000000e+01,2.631580000000000030e+00,9.711050998892942765e-01,8.852428775596832278e-01,7.066024052396602251e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.114412268504118009e-01,2.522233126519661806e-01,6.074405603869162951e-01,0.000000000000000000e+00
4.500000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.810682694073612486e-01,9.246265357429965803e-01,8.062877142046180889e-01,8.732332715646975996e-02,0.000000000000000000e+00,7.394651413785591210e-02,1.757206287079748908e-01,6.675327467041873852e-01,6.386837985734306056e-02
7.000000000000000000e+01,5.500000000000000000e+01,2.631580000000000030e+00,9.680635200968021881e-01,8.732584899120484634e-01,6.764761157576560935e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.226938323981267009e-01,2.734972849850126897e-01,5.718724027136627974e-01,0.000000000000000000e+00
1.000000000000000000e+02,4.500000000000000000e+01,2.631580000000000030e+00,9.654800533728982170e-01,8.630933637797528757e-01,6.509989201612876863e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.321806264450281487e-01,2.908223998268067989e-01,5.424770271010632694e-01,0.000000000000000000e+00
8.500000000000000000e+01,4.500000000000000000e+01,2.631580000000000030e+00,9.681671060961319908e-01,8.736663402300776093e-01,6.774997766768126040e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.223120937819790477e-01,2.727884303703517199e-01,5.730665819438012232e-01,0.000000000000000000e+00
3.200000000000000000e+01,2.600000000000000000e+01,2.631580000000000030e+00,9.851327446631453766e-01,9.407490571458662076e-01,8.473987226802592865e-01,2.711617432171016251e-01,0.000000000000000000e+00,5.837004395777201093e-02,1.414251718999325336e-01,5.723840354807467889e-01,2.129534933246940986e-01
4.700000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.806528014251708614e-01,9.229803308871936673e-01,8.020999450660808439e-01,6.888476975896405674e-02,0.000000000000000000e+00,7.552955428031327134e-02,1.791239403319345724e-01,6.759890117179473412e-01,5.001029509497570413e-02
5.800000000000000000e+01,3.500000000000000000e+01,2.631580000000000030e+00,9.767930481249917918e-01,9.077030641531064203e-01,7.633236925729529609e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.015500529848397004e-02,2.098462180005218336e-01,6.767918248259859881e-01,0.000000000000000000e+00
4.000000000000000000e+01,3.500000000000000000e+01,2.631580000000000030e+00,9.807214213557895466e-01,9.232521996169257283e-01,8.027914235569388879e-01,7.192567417903243665e-02,0.000000000000000000e+00,7.526821187761900678e-02,1.785631384769907903e-01,6.746080125903751723e-01,5.228205841080461186e-02
8.000000000000000000e+01,5.000000000000000000e+01,2.631580000000000030e+00,9.674489801737079508e-01,8.708392864986109760e-01,6.704064760350920693e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.249564005554272272e-01,2.776800982306749654e-01,5.648124813876057582e-01,0.000000000000000000e+00
7.000000000000000000e+01,5.000000000000000000e+01,2.631580000000000030e+00,9.695460273253917460e-01,8.790975816293404854e-01,6.911422993928488800e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.172204594253053456e-01,2.632473150703049658e-01,5.890782528297814347e-01,0.000000000000000000e+00
5.000000000000000000e+01,3.500000000000000000e+01,2.631580000000000030e+00,9.784499367587731200e-01,9.142576036484793001e-01,7.799408691974859531e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.389464228769105691e-02,1.968550605560933642e-01,6.977002339149886989e-01,0.000000000000000000e+00
1.600000000000000000e+02,8.500000000000000000e+01,2.631580000000000030e+00,9.401147054062869435e-01,7.639796319944729408e-01,4.062205560237810431e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.218862187373995543e-01,4.264693114621331271e-01,2.917591752067542621e-01,0.000000000000000000e+00
4.800000000000000000e+01,4.000000000000000000e+01,2.631580000000000030e+00,9.774293780059331027e-01,9.102197051353410062e-01,7.697004865558951803e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.775389776675290854e-02,2.048918302222334509e-01,6.847836500169467433e-01,0.000000000000000000e+00
2.400000000000000000e+02,1.550000000000000000e+02,2.631580000000000030e+00,9.012771101501628745e-01,6.146360051992252327e-01,4.973068620516785110e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.473197475899646447e-01,5.264086827916746314e-01,2.754867976852361580e-02,0.000000000000000000e+00
5.000000000000000000e+01,4.000000000000000000e+01,2.631580000000000030e+00,9.769648394108175760e-01,9.083824086215606108e-01,7.650446285082402875e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.950716544824299792e-02,2.085129474690896600e-01,6.789447264934849180e-01,0.000000000000000000e+00
9.000000000000000000e+01,6.500000000000000000e+01,2.631580000000000030e+00,9.606569150252612932e-01,8.441507306043340986e-01,6.037078449935665558e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.497176783465812289e-01,3.213688576826663201e-01,4.895703789960137442e-01,0.000000000000000000e+00
5.500000000000000000e+01,3.800000000000000000e+01,2.631580000000000030e+00,9.764532467130163651e-01,9.063594982011069501e-01,7.599210493308112824e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.143557200536511775e-02,2.124741146674983261e-01,6.725435600401529213e-01,0.000000000000000000e+00
2.000000000000000000e+02,1.500000000000000000e+02,2.631580000000000030e+00,9.112702842988810170e-01,6.527859506670434797e-01,1.393957083644141171e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.164058454482089333e-01,5.119428890162829315e-01,8.292154983438913829e-02,0.000000000000000000e+00
7.500000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.755703374807240813e-01,9.028695565618281016e-01,7.510883102503961295e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.475757948462970592e-02,2.192445919458168024e-01,6.615681660502775729e-01,0.000000000000000000e+00
1.050000000000000000e+02,8.000000000000000000e+01,2.631580000000000030e+00,9.528859401942564311e-01,8.137260546252725879e-01,5.282556204552485424e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.774978235720906516e-01,3.657849859822969729e-01,4.096031306398688066e-01,0.000000000000000000e+00
4.500000000000000000e+01,3.700000000000000000e+01,2.631580000000000030e+00,9.789788913316924690e-01,9.163512465740855095e-01,7.852548302008558467e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.189036389017989581e-02,1.926454281502918420e-01,7.044430992912207312e-01,0.000000000000000000e+00
8.500000000000000000e+01,5.000000000000000000e+01,2.631580000000000030e+00,9.664499497229434022e-01,8.669080701385594168e-01,6.605516909530454450e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.286266889231187927e-01,2.843976891587061129e-01,5.534255716411184967e-01,0.000000000000000000e+00
5.000000000000000000e+01,4.000000000000000000e+01,2.631580000000000030e+00,9.769648394108175760e-01,9.083824086215606108e-01,7.650446285082402875e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.950716544824299792e-02,2.085129474690896600e-01,6.789447264934849180e-01,0.000000000000000000e+00
3.700000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.828308767688600511e-01,9.316142690805003790e-01,8.240841905639773035e-01,1.662722687963392454e-01,0.000000000000000000e+00,6.721160787809110637e-02,1.610719048221389560e-01,6.290870619306414557e-01,1.254603021379885053e-01
4.500000000000000000e+01,2.500000000000000000e+01,2.631580000000000030e+00,9.827154232021481084e-01,9.311563746753488413e-01,8.229170046610252420e-01,1.610649175557846424e-01,0.000000000000000000e+00,6.765369239568463922e-02,1.620418722112751952e-01,6.317347771526856670e-01,1.212850814425026069e-01
5.000000000000000000e+01,4.700000000000000000e+01,2.631580000000000030e+00,9.750344631960963238e-01,9.007521113658727430e-01,7.457332518248612763e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.677011181772221526e-02,2.233134206631266494e-01,6.549509307152474591e-01,0.000000000000000000e+00
5.500000000000000000e+01,4.000000000000000000e+01,2.631580000000000030e+00,9.758427594021440443e-01,9.039462160983524619e-01,7.538123640744877063e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.373338953360099701e-02,2.171644203956799579e-01,6.649449494728630894e-01,0.000000000000000000e+00
6.000000000000000000e+01,5.000000000000000000e+01,2.631580000000000030e+00,9.717998451193073928e-01,8.879828426632830896e-01,7.135037163314550401e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.088582561505265778e-01,2.472295582625847477e-01,6.157120307061960673e-01,0.000000000000000000e+00
9.000000000000000000e+01,6.700000000000000000e+01,2.631580000000000030e+00,9.600582026863309082e-01,8.418024859958922468e-01,5.978621548986208234e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.518788209642293330e-01,3.249995150210908679e-01,4.831798667010107073e-01,0.000000000000000000e+00
4.000000000000000000e+01,3.500000000000000000e+01,2.631580000000000030e+00,9.807214213557895466e-01,9.232521996169257283e-01,8.027914235569388879e-01,7.192567417903243665e-02,0.000000000000000000e+00,7.526821187761900678e-02,1.785631384769907903e-01,6.746080125903751723e-01,5.228205841080461186e-02
4.000000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.821493999573953637e-01,9.289118782378273931e-01,8.171977739913174332e-01,1.356087137169082191e-01,0.000000000000000000e+00,6.981915613281608479e-02,1.667759994261772682e-01,6.444505923093533095e-01,1.011036520890487150e-01
4.500000000000000000e+01,4.000000000000000000e+01,2.631580000000000030e+00,9.781447976841611824e-01,9.130500894415798374e-01,7.768773760899126968e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.504960267182182232e-02,1.992697433126442430e-01,6.938254516996951171e-01,0.000000000000000000e+00
1.000000000000000000e+02,2.700000000000000000e+01,2.631580000000000030e+00,9.732437905388464650e-01,8.936805583896441085e-01,7.278711067224595821e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.034747363608363724e-01,2.366892901205149835e-01,6.330797640574951091e-01,0.000000000000000000e+00
2.500000000000000000e+01,2.000000000000000000e+01,2.631580000000000030e+00,9.884714744311430268e-01,9.540170748301892711e-01,8.813632225512495477e-01,4.269684344941255816e-01,0.000000000000000000e+00,4.545280984125976698e-02,1.118766954409677883e-01,4.762705837390381891e-01,3.548713854098772824e-01
7.500000000000000000e+01,6.500000000000000000e+01,2.631580000000000030e+00,9.640746787305651821e-01,8.575691359063484231e-01,6.371825319415804767e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.373139895424039247e-01,2.999632199414825617e-01,5.267974692466786957e-01,0.000000000000000000e+00
5.000000000000000000e+01,3.000000000000000000e+01,2.631580000000000030e+00,9.800458883851204117e-01,9.205761743713442025e-01,7.959873241830695001e-01,4.206596791544107289e-02,0.000000000000000000e+00,7.783899374718084019e-02,1.840616427155695733e-01,6.879357767963771852e-01,3.020947512599276435e-02
1.400000000000000000e+02,3.000000000000000000e+01,2.631580000000000030e+00,9.666473421772331376e-01,8.676846610046079489e-01,6.624976264863413622e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.279022707691753746e-01,2.830784523731025848e-01,5.556666190349551782e-01,0.000000000000000000e+00
6.500000000000000000e+01,5.000000000000000000e+01,2.631580000000000030e+00,9.706511357378476701e-01,8.834530253357657514e-01,7.020969336100063574e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.131264533246491011e-01,2.554592323959973266e-01,6.020654500172012424e-01,0.000000000000000000e+00
8.000000000000000000e+01,6.500000000000000000e+01,2.631580000000000030e+00,9.629000946863240928e-01,8.529550561002491316e-01,6.256582050443947329e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.415895904042153708e-01,3.074508483888579446e-01,5.138596558932507774e-01,0.000000000000000000e+00
1.250000000000000000e+02,7.500000000000000000e+01,2.631580000000000030e+00,9.502376167863331169e-01,8.033842848983058227e-01,5.027496175978085624e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.868316485409745598e-01,3.796039096381197409e-01,3.838020586072388163e-01,0.000000000000000000e+00
5.800000000000000000e+01,3.200000000000000000e+01,2.631580000000000030e+00,9.778080490382207168e-01,9.117177000647874729e-01,7.734982160523692363e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.632314346425717932e-02,2.019229214748878842e-01,6.895619840990756533e-01,0.000000000000000000e+00
4.000000000000000000e+01,3.300000000000000000e+01,2.631580000000000030e+00,9.812794773047479602e-01,9.254635327812918977e-01,8.084176488457797127e-01,9.672163449809585700e-02,0.000000000000000000e+00,7.314110559251640886e-02,1.739832844259945333e-01,6.631464072688199041e-01,7.100868001741707236e-02
4.000000000000000000e+01,3.400000000000000000e+01,2.631580000000000030e+00,9.809983908895775206e-01,9.243496330376819170e-01,8.055831749652861973e-01,8.421757215758564341e-02,0.000000000000000000e+00,7.421288826024008412e-02,1.762943584087028892e-01,6.689709535717559552e-01,6.152019064887859212e-02
